uf;br_formatada;municipio;mes;trimestre;dia_semana;dia_semana_num;fim_de_semana;hora;faixa_horaria;turno;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
RN;BR-101;PARNAMIRIM;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;INTERSEÇÃO DE VIAS;SIM;0
SC;BR-101;ITAPEMA;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;ANOITECER;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;NÃO;0
SC;BR-101;SAO JOSE;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
ES;BR-101;LINHARES;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
BA;BR-324;SIMOES FILHO;10.0;4.0;QUARTA-FEIRA;3.0;0;17;15h-17h;TARDE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;NÃO;1
RJ;BR-101;NITEROI;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-277;CASCAVEL;10.0;4.0;QUARTA-FEIRA;3.0;0;19;18h-20h;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;"RETA;VIADUTO";SIM;0
SC;BR-116;ITAIOPOLIS;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;ANOITECER;VELOCIDADE INCOMPATÍVEL;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;"INTERSEÇÃO DE VIAS;DECLIVE";NÃO;0
PR;BR-369;ROLANDIA;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;ANOITECER;CONVERSÃO PROIBIDA;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;RETA;SIM;0
GO;BR-060;ANAPOLIS;10.0;4.0;QUARTA-FEIRA;3.0;0;19;18h-20h;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-277;CASCAVEL;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
RJ;BR-116;PIRAI;9.0;3.0;TERÇA-FEIRA;1.0;0;10;09h-11h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;CURVA;NÃO;0
MA;BR-010;IMPERATRIZ;10.0;4.0;QUARTA-FEIRA;3.0;0;19;18h-20h;NOITE;PLENA NOITE;CONVERSÃO PROIBIDA;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
RS;BR-116;JAGUARAO;10.0;4.0;QUARTA-FEIRA;3.0;0;19;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;INTERSEÇÃO DE VIAS;SIM;0
RN;BR-427;CURRAIS NOVOS;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"INTERSEÇÃO DE VIAS;RETA";SIM;0
MS;BR-262;CAMPO GRANDE;10.0;4.0;QUARTA-FEIRA;3.0;0;19;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
MT;BR-163;SORRISO;10.0;4.0;QUARTA-FEIRA;3.0;0;12;12h-14h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;"RETA;EM OBRAS";NÃO;1
SC;BR-101;PALHOCA;10.0;4.0;QUARTA-FEIRA;3.0;0;20;18h-20h;NOITE;PLENA NOITE;ULTRAPASSAGEM INDEVIDA;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;NÃO;0
RS;BR-116;GUAIBA;10.0;4.0;QUARTA-FEIRA;3.0;0;20;18h-20h;NOITE;PLENA NOITE;ESTACIONAR OU PARAR EM LOCAL PROIBIDO;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
PR;BR-277;SAO JOSE DOS PINHAIS;8.0;3.0;SEXTA-FEIRA;4.0;0;18;18h-20h;NOITE;PLENO DIA;CHUVA;TOMBAMENTO;CHUVA;DUPLA;RETA;NÃO;0
RJ;BR-495;TERESOPOLIS;10.0;4.0;QUARTA-FEIRA;3.0;0;16;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"RETA;ROTATÓRIA";NÃO;0
PR;BR-277;SANTA TEREZINHA DE ITAIPU;10.0;4.0;QUARTA-FEIRA;3.0;0;20;18h-20h;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
SP;BR-381;ATIBAIA;10.0;4.0;QUARTA-FEIRA;3.0;0;20;18h-20h;NOITE;PLENA NOITE;DEMAIS FALHAS NA VIA;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;CURVA;SIM;0
MG;BR-116;DIVINO;10.0;4.0;QUARTA-FEIRA;3.0;0;21;21h-23h;NOITE;PLENA NOITE;CONDUTOR DORMINDO;TOMBAMENTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PI;BR-343;TERESINA;10.0;4.0;QUARTA-FEIRA;3.0;0;17;15h-17h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;ATROPELAMENTO DE PEDESTRE;SOL;DUPLA;CURVA;SIM;0
PR;BR-277;FOZ DO IGUACU;10.0;4.0;QUARTA-FEIRA;3.0;0;19;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;NÃO;0
MA;BR-316;CAXIAS;10.0;4.0;QUARTA-FEIRA;3.0;0;21;21h-23h;NOITE;PLENA NOITE;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
PE;BR-232;CUSTODIA;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;EVENTOS ATÍPICOS;CÉU CLARO;SIMPLES;RETA;SIM;0
MG;BR-381;BETIM;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
PR;BR-376;MARINGA;10.0;4.0;QUARTA-FEIRA;3.0;0;21;21h-23h;NOITE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
TO;BR-153;GUARAI;-1.0;-1.0;SEGUNDA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
CE;BR-116;AQUIRAZ;10.0;4.0;QUARTA-FEIRA;3.0;0;6;06h-08h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
GO;BR-153;JARAGUA;10.0;4.0;QUARTA-FEIRA;3.0;0;19;18h-20h;NOITE;PLENA NOITE;CONVERSÃO PROIBIDA;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;"RETA;ACLIVE";NÃO;0
PR;BR-376;MARINGA;10.0;4.0;QUARTA-FEIRA;3.0;0;23;21h-23h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
GO;BR-153;NOVA GLORIA;10.0;4.0;QUARTA-FEIRA;3.0;0;19;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
BA;BR-324;SALVADOR;10.0;4.0;QUARTA-FEIRA;3.0;0;16;15h-17h;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
RJ;BR-465;SEROPEDICA;10.0;4.0;QUARTA-FEIRA;3.0;0;23;21h-23h;NOITE;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;RETA;NÃO;0
DF;BR-020;BRASILIA;10.0;4.0;QUARTA-FEIRA;3.0;0;23;21h-23h;NOITE;PLENA NOITE;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-040;CURVELO;10.0;4.0;QUARTA-FEIRA;3.0;0;23;21h-23h;NOITE;PLENA NOITE;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PE;BR-423;GARANHUNS;11.0;4.0;QUINTA-FEIRA;6.0;1;0;00h-02h;MADRUGADA;PLENA NOITE;CONDUTOR DORMINDO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;CURVA;SIM;0
MG;BR-116;MURIAE;10.0;4.0;QUARTA-FEIRA;3.0;0;22;21h-23h;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;CURVA;SIM;0
SC;BR-280;SAO FRANCISCO DO SUL;10.0;4.0;QUARTA-FEIRA;3.0;0;18;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;ATROPELAMENTO DE PEDESTRE;NUBLADO;SIMPLES;RETA;NÃO;0
SC;BR-101;PAULO LOPES;10.0;4.0;QUARTA-FEIRA;3.0;0;22;21h-23h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CÉU CLARO;MÚLTIPLA;"RETA;ACLIVE";SIM;1
MG;BR-116;GOVERNADOR VALADARES;11.0;4.0;QUINTA-FEIRA;6.0;1;2;00h-02h;MADRUGADA;PLENA NOITE;ULTRAPASSAGEM INDEVIDA;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;RETA;SIM;0
MT;BR-364;JACIARA;11.0;4.0;QUINTA-FEIRA;6.0;1;2;00h-02h;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;"RETA;ACLIVE";NÃO;0
AL;BR-316;PALMEIRA DOS INDIOS;1.0;1.0;SEXTA-FEIRA;2.0;0;22;21h-23h;NOITE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL SENTIDO OPOSTO;NUBLADO;SIMPLES;RETA;SIM;0
MT;BR-163;SINOP;11.0;4.0;QUINTA-FEIRA;6.0;1;3;03h-05h;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
RJ;BR-101;TANGUA;10.0;4.0;QUARTA-FEIRA;3.0;0;22;21h-23h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO FRONTAL;CÉU CLARO;DUPLA;CURVA;NÃO;1
BA;BR-101;UBAITABA;10.0;4.0;QUARTA-FEIRA;3.0;0;21;21h-23h;NOITE;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
MG;BR-050;ARAGUARI;11.0;4.0;QUINTA-FEIRA;6.0;1;5;03h-05h;MADRUGADA;AMANHECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;"RETA;DECLIVE";NÃO;1
GO;BR-040;VALPARAISO DE GOIAS;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;ENTRADA INOPINADA DO PEDESTRE;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
DF;BR-020;BRASILIA;11.0;4.0;QUINTA-FEIRA;6.0;1;6;06h-08h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;"RETA;EM OBRAS";SIM;0
RJ;BR-465;SEROPEDICA;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;ACESSO IRREGULAR;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
PR;BR-163;MARECHAL CANDIDO RONDON;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;CURVA;NÃO;0
PR;BR-376;MARINGA;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
RN;BR-304;MACAIBA;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETA;INTERSEÇÃO DE VIAS;EM OBRAS";NÃO;0
CE;BR-116;EUSEBIO;11.0;4.0;QUINTA-FEIRA;6.0;1;6;06h-08h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
RS;BR-290;PORTO ALEGRE;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;ENGAVETAMENTO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
MG;BR-381;BELO HORIZONTE;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;ACESSO IRREGULAR;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-376;MARINGA;11.0;4.0;QUINTA-FEIRA;6.0;1;8;06h-08h;MANHA;PLENO DIA;PEDESTRE CRUZAVA A PISTA FORA DA FAIXA;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
MG;BR-040;PARAOPEBA;11.0;4.0;QUINTA-FEIRA;6.0;1;6;06h-08h;MANHA;PLENO DIA;CONDUTOR DORMINDO;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-369;ARAPONGAS;11.0;4.0;QUINTA-FEIRA;6.0;1;8;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-040;RIBEIRAO DAS NEVES;11.0;4.0;QUINTA-FEIRA;6.0;1;8;06h-08h;MANHA;PLENO DIA;ACESSO IRREGULAR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETA;DECLIVE";NÃO;0
MG;BR-040;MATIAS BARBOSA;11.0;4.0;QUINTA-FEIRA;6.0;1;6;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;DUPLA;"CURVA;DECLIVE";NÃO;0
SC;BR-101;JOINVILLE;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
PR;BR-277;FOZ DO IGUACU;-1.0;-1.0;SEXTA-FEIRA;-1.0;0;6;06h-08h;MANHA;AMANHECER;ACESSO IRREGULAR;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-277;SAO JOSE DOS PINHAIS;4.0;2.0;QUINTA-FEIRA;2.0;0;19;18h-20h;NOITE;PLENA NOITE;AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU;QUEDA DE OCUPANTE DE VEÍCULO;IGNORADO;DUPLA;RETA;SIM;0
MG;BR-365;PIRAPORA;11.0;4.0;QUINTA-FEIRA;6.0;1;5;03h-05h;MADRUGADA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;RETA;SIM;1
MG;BR-381;BOM JESUS DO AMPARO;11.0;4.0;QUINTA-FEIRA;6.0;1;6;06h-08h;MANHA;AMANHECER;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;"CURVA;ACLIVE";SIM;0
MG;BR-381;SAO JOAQUIM DE BICAS;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;SOL;DUPLA;CURVA;SIM;0
ES;BR-101;GUARAPARI;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
PE;BR-232;BELO JARDIM;11.0;4.0;QUINTA-FEIRA;6.0;1;6;06h-08h;MANHA;PLENO DIA;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;NUBLADO;SIMPLES;RETA;SIM;0
RS;BR-470;BENTO GONCALVES;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;"CURVA;DECLIVE";NÃO;0
PR;BR-469;FOZ DO IGUACU;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;SIMPLES;RETA;SIM;0
RO;BR-364;VILHENA;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;ROTATÓRIA;SIM;0
MG;BR-040;CONTAGEM;11.0;4.0;QUINTA-FEIRA;6.0;1;8;06h-08h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
DF;BR-020;BRASILIA;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;ACLIVE;NÃO;0
RS;BR-116;CAXIAS DO SUL;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;SOL;DUPLA;"INTERSEÇÃO DE VIAS;RETA";SIM;0
MS;BR-463;DOURADOS;3.0;1.0;QUARTA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;ROTATÓRIA;NÃO;0
MG;BR-364;FRUTAL;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;ULTRAPASSAGEM INDEVIDA;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
SC;BR-282;PINHALZINHO;-1.0;-1.0;SEGUNDA-FEIRA;-1.0;0;22;21h-23h;NOITE;PLENA NOITE;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;RETA;SIM;1
RO;BR-319;PORTO VELHO;11.0;4.0;QUINTA-FEIRA;6.0;1;8;06h-08h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;ROTATÓRIA;SIM;0
SC;BR-101;CAMBORIU;11.0;4.0;QUINTA-FEIRA;6.0;1;9;09h-11h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;ACLIVE";NÃO;0
SC;BR-101;TUBARAO;11.0;4.0;QUINTA-FEIRA;6.0;1;10;09h-11h;MANHA;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;MÚLTIPLA;INTERSEÇÃO DE VIAS;SIM;0
BA;BR-324;SALVADOR;11.0;4.0;QUINTA-FEIRA;6.0;1;10;09h-11h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;DUPLA;RETA;NÃO;0
SC;BR-101;GOVERNADOR CELSO RAMOS;11.0;4.0;QUINTA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;RETA;NÃO;0
PR;BR-163;CASCAVEL;11.0;4.0;QUINTA-FEIRA;6.0;1;7;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;CURVA;NÃO;0
RS;BR-386;SARANDI;11.0;4.0;QUINTA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;"RETA;ACLIVE";SIM;0
BA;BR-324;FEIRA DE SANTANA;1.0;1.0;SEGUNDA-FEIRA;3.0;0;19;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
RS;BR-158;SANTA MARIA;11.0;4.0;QUINTA-FEIRA;6.0;1;10;09h-11h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"ROTATÓRIA;INTERSEÇÃO DE VIAS";SIM;0
RJ;BR-040;AREAL;11.0;4.0;QUINTA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;"ACLIVE;CURVA";SIM;0
GO;BR-153;APARECIDA DE GOIANIA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;17;15h-17h;TARDE;ANOITECER;MANOBRA DE MUDANÇA DE FAIXA;TOMBAMENTO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
PR;BR-277;SAO JOSE DOS PINHAIS;11.0;4.0;QUINTA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;DECLIVE;NÃO;0
PR;BR-116;CURITIBA;11.0;4.0;QUINTA-FEIRA;6.0;1;12;12h-14h;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"ACLIVE;RETA";NÃO;0
RO;BR-364;VILHENA;11.0;4.0;QUINTA-FEIRA;6.0;1;11;09h-11h;MANHA;PLENO DIA;CONVERSÃO PROIBIDA;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;SIM;0
SC;BR-470;CURITIBANOS;11.0;4.0;QUINTA-FEIRA;6.0;1;13;12h-14h;TARDE;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;RETA;NÃO;1
PR;BR-369;APUCARANA;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;9;09h-11h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
MG;BR-040;RIBEIRAO DAS NEVES;11.0;4.0;QUINTA-FEIRA;6.0;1;14;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
RJ;BR-116;MAGE;11.0;4.0;QUINTA-FEIRA;6.0;1;14;12h-14h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;DUPLA;RETA;SIM;0
